,Palabras,Who_palabras,Who,Why_palabras,Why,Where_palabras,Where,When_palabras,When,What_palabras,What,How_palabras,How,Whom_palabras,Whom
159,Congress,whom,0.5469059348106384,believe,0.5044885873794556,elsewhere,0.43109992146492004,if,0.4460482597351074,believe,0.5340584516525269,whom,0.5469059348106384,who,0.51292484998703
160,Corp.,whom,0.414554238319397,businesses,0.4670153856277466,offi_ces,0.4215388298034668,businesses,0.39231550693511963,businesses,0.4605467617511749,whom,0.414554238319397,associates,0.42429304122924805
161,Corporation,seven,0.6533888578414917,seven,0.6660820245742798,three,0.6210734844207764,six,0.6387155055999756,six,0.6940425634384155,seven,0.6533888578414917,seven,0.5931375026702881
162,Council,whom,0.4577155113220215,asked,0.4813896417617798,telling,0.3949902057647705,before,0.43088528513908386,telling,0.5208779573440552,whom,0.4577155113220215,who,0.46315479278564453
163,County,whom,0.456844687461853,Under,0.4335443377494812,Under,0.43422168493270874,subsequently,0.4434422254562378,Under,0.4667587876319885,whom,0.456844687461853,Under,0.47841987013816833
164,Court,whom,0.5568115711212158,them,0.5157767534255981,them,0.45277711749076843,then,0.5440458655357361,them,0.5659035444259644,whom,0.5568115711212158,who,0.5031777620315552
165,Cup,2,0.5581383109092712,2,0.627903163433075,2,0.580284595489502,5,0.586561381816864,2,0.6745173931121826,2,0.5581383109092712,2,0.5382344722747803
166,D,those,0.556702733039856,those,0.521520733833313,various,0.5477150678634644,those,0.4895712733268738,those,0.568068265914917,those,0.556702733039856,those,0.5188921689987183
167,Dallas,Unless,0.5363895893096924,When,0.565293550491333,When,0.5655229687690735,When,0.7101395726203918,When,0.5929471850395203,Unless,0.5363895893096924,Similarly,0.5682567358016968
168,Dan,whom,0.461519718170166,precisely,0.4247196912765503,outside,0.45454755425453186,then,0.5162398815155029,exactly,0.49621716141700745,whom,0.461519718170166,who,0.5403957366943359
169,Daniel,whom,0.6220827102661133,So,0.6368257999420166,But,0.5769491791725159,Then,0.6909048557281494,So,0.6682324409484863,whom,0.6220827102661133,Likewise,0.6035871505737305
170,David,whom,0.5779240131378174,him,0.5265717506408691,him,0.47623199224472046,then,0.587094247341156,him,0.5732216835021973,whom,0.5779240131378174,who,0.5687357187271118
171,Davis,whom,0.5020935535430908,betweeen,0.5327970385551453,betwen,0.5327712297439575,betweeen,0.5306732058525085,betweeen,0.5675534009933472,whom,0.5020935535430908,betweeen,0.5249330997467041
172,Day,whom,0.44689416885375977,playing,0.458747535943985,playing,0.44757646322250366,playing,0.4481738209724426,playing,0.5265116095542908,whom,0.44689416885375977,who,0.47927385568618774
173,Dec.,helping,0.4731965959072113,helping,0.4280291199684143,in,0.4130006432533264,eventually,0.4119129776954651,helping,0.47094064950942993,helping,0.4731965959072113,who,0.48345059156417847
174,December,"#,###",0.6053197383880615,"#,###",0.6092932820320129,"#,###",0.6063992381095886,"#,###",0.5588729381561279,"###,###",0.6784555912017822,"#,###",0.6053197383880615,"#,###",0.5810766220092773
175,Delhi,markets,0.4180920720100403,markets,0.5329762697219849,markets,0.5096346139907837,markets,0.4823666512966156,markets,0.5349632501602173,markets,0.4180920720100403,markets,0.41668763756752014
176,Democrat,whom,0.5450046062469482,Which,0.53132164478302,which,0.5710746049880981,When,0.6161022782325745,It,0.5695985555648804,whom,0.5450046062469482,Not_surprisingly,0.5177223682403564
177,Democratic,whom,0.5750190019607544,explain,0.5687083005905151,elsewhere,0.4305931329727173,then,0.5056801438331604,exactly,0.6283125877380371,whom,0.5750190019607544,who,0.5696316957473755
178,Democrats,whom,0.44798028469085693,ending,0.4275124967098236,in,0.4463646411895752,ending,0.4562308192253113,ending,0.47513365745544434,whom,0.44798028469085693,ending,0.4216703772544861
179,Denver,UPI,0.4840640127658844,Associated_Pres,0.4691464900970459,ASSOCIATED_PRESS,0.4254629611968994,ASSOCIATED_PRESS,0.4831368923187256,Associated_Pres,0.49341583251953125,UPI,0.4840640127658844,UPI,0.4353417456150055
180,Department,whom,0.4599716067314148,longer,0.422285795211792,short,0.4163007140159607,short,0.447296142578125,how,0.4275780916213989,whom,0.4599716067314148,who,0.4650311768054962
181,Despite,infor_mation,0.4267626404762268,informaiton,0.5337970852851868,informationon,0.4537997245788574,infor_mation,0.4327794313430786,details,0.5399609208106995,infor_mation,0.4267626404762268,informationabout,0.42456063628196716
182,Detroit,##points,0.49417543411254883,ponts,0.5183442831039429,##points,0.44872304797172546,pionts,0.4759066700935364,ponts,0.5039575099945068,##points,0.49417543411254883,##points,0.47109007835388184
183,Development,whom,0.4443320631980896,did,0.5418390035629272,elsewhere,0.4244236946105957,did,0.5071073174476624,did,0.555922269821167,whom,0.4443320631980896,who,0.45870441198349
184,Director,Both,0.5341855883598328,Both,0.49957075715065,Both,0.5240433812141418,Both,0.4943743646144867,Both,0.5148656368255615,Both,0.5341855883598328,Both,0.5381670594215393
185,District,whom,0.4887204170227051,Hence,0.46100765466690063,Similar,0.4631201922893524,When,0.5313854217529297,Certainly,0.5011784434318542,whom,0.4887204170227051,Moreover,0.49307510256767273
186,Division,whom,0.4487481117248535,partly,0.37949293851852417,in,0.4950835108757019,subsequently,0.4747258424758911,how,0.40204918384552,whom,0.4487481117248535,who,0.4370148777961731
187,Do,whom,0.4453932046890259,across,0.4236757159233093,in,0.5110562443733215,before,0.4592745900154114,where,0.471871942281723,whom,0.4453932046890259,Around,0.4616503119468689
188,Dr,Police,0.5403662919998169,Police,0.5740718841552734,Police,0.5340070128440857,officers,0.5018988251686096,Police,0.6083977818489075,Police,0.5403662919998169,Police,0.5246021747589111
189,Dr.,whom,0.5104809999465942,wanting,0.5260260105133057,elsewhere,0.48429691791534424,then,0.5306639671325684,do,0.5693525671958923,whom,0.5104809999465942,who,0.5386358499526978
190,Drive,have,0.5423799753189087,have,0.5637643337249756,have,0.5300682187080383,had,0.5589585304260254,have,0.5556080937385559,have,0.5423799753189087,who,0.5335602760314941
191,During,basedin,0.40995925664901733,basing,0.42446431517601013,Based,0.46174174547195435,subsequently,0.41536927223205566,Based,0.5257237553596497,basedin,0.40995925664901733,Based,0.4030839204788208
192,EU,whom,0.48421141505241394,mmckinney@zaner.com,0.3834695518016815,In,0.45735305547714233,When,0.503873348236084,Further,0.4377080202102661,whom,0.48421141505241394,Similarly,0.43538862466812134
193,Each,had,0.49563971161842346,get,0.4883735179901123,in,0.48169010877609253,then,0.5346821546554565,get,0.502869725227356,had,0.49563971161842346,had,0.476581871509552
194,Eagles,second,0.5710957050323486,second,0.6467382907867432,second,0.6145176887512207,second,0.6672722101211548,second,0.6641315817832947,second,0.5710957050323486,second,0.5222275257110596
195,Earlier,elementary,0.47435006499290466,schools,0.5290879011154175,elementary,0.528728187084198,elementary,0.5127454996109009,elementary,0.564079225063324,elementary,0.47435006499290466,elementary,0.46715790033340454
196,East,whom,0.48830026388168335,leaving,0.5372800230979919,leaving,0.5299273133277893,leaving,0.5474582314491272,leaving,0.5118184685707092,whom,0.48830026388168335,leaving,0.4836311638355255
197,Education,whom,0.44451141357421875,Another,0.4441109299659729,in,0.46418631076812744,later,0.48637306690216064,this,0.5180696845054626,whom,0.44451141357421875,who,0.4881085157394409
198,Edwards,whom,0.488272488117218,coun_try,0.48315873742103577,region,0.45164385437965393,nation,0.41362419724464417,nation,0.5084742307662964,whom,0.488272488117218,who,0.47169405221939087
199,Egypt,needing,0.504372775554657,needed,0.5307090282440186,needed,0.4772465229034424,needed,0.5077779293060303,needed,0.5509103536605835,needing,0.504372775554657,who,0.4641593098640442
200,Energy,3,0.5965694189071655,3,0.6473830938339233,3,0.6075183153152466,3,0.6318560838699341,3,0.7143827676773071,3,0.5965694189071655,3,0.5692834854125977
201,England,whom,0.4855256676673889,finest,0.4239722192287445,in,0.45645132660865784,first,0.4547044336795807,better,0.490081787109375,whom,0.4855256676673889,who,0.4746379256248474
202,English,victory,0.5035180449485779,victory,0.5186564326286316,victory,0.4684600532054901,victory,0.5278999209403992,victory,0.6013655066490173,victory,0.5035180449485779,who,0.4856470227241516
203,Europe,thirdquarter,0.4551580846309662,thirdquarter,0.5693094730377197,quarterof,0.47327739000320435,thirdquarter,0.5307557582855225,thirdquarter,0.562290370464325,thirdquarter,0.4551580846309662,thirdquarter,0.46451354026794434
204,European,using,0.473709374666214,using,0.5232537388801575,using,0.523216724395752,using,0.5371484756469727,using,0.5525011420249939,using,0.473709374666214,using,0.44185158610343933
205,Even,yesterday,0.4061533510684967,yesterday,0.47691795229911804,in,0.4579077363014221,shortly,0.5133447051048279,tomorrow,0.5083293914794922,yesterday,0.4061533510684967,Yesterday,0.3833202123641968
206,Every,#.#,0.5065348744392395,#.#,0.5487469434738159,#.#,0.5242644548416138,#.#,0.5145441293716431,#.#,0.6192248463630676,#.#,0.5065348744392395,and##.#,0.5271427631378174
207,Facebook,whom,0.46643078327178955,similar,0.4218416213989258,in,0.48582953214645386,last,0.44152888655662537,exactly,0.5227261781692505,whom,0.46643078327178955,who,0.4404393434524536
208,Family,private,0.4217144250869751,pubic,0.5164932012557983,private,0.47197678685188293,pubic,0.46239960193634033,pubic,0.5283842086791992,private,0.4217144250869751,pubic,0.428711861371994
209,Feb.,whom,0.4043430685997009,runs,0.41059374809265137,in,0.44334790110588074,then,0.433347225189209,running,0.4156167805194855,whom,0.4043430685997009,who,0.47725045680999756
210,February,Wednesday,0.6031688451766968,Monday,0.6892410516738892,Thursday,0.6572917699813843,Thursday,0.7004178762435913,Monday,0.7273029088973999,Wednesday,0.6031688451766968,Wednesday,0.5852209329605103
211,Fed,setting,0.4605987071990967,setting,0.475577175617218,setting,0.4996013045310974,setting,0.49040505290031433,setting,0.5695058107376099,setting,0.4605987071990967,who,0.4251163601875305
212,Federal,year,0.4855109453201294,week,0.5588937997817993,week,0.504699170589447,January,0.5649374127388,week,0.6156192421913147,year,0.4855109453201294,year,0.44427376985549927
213,Financial,Top,0.448594868183136,Top,0.5034970045089722,Top,0.4805039167404175,Top,0.47132763266563416,Top,0.5438541173934937,Top,0.448594868183136,who,0.4430607557296753
214,Fire,million,0.5599538087844849,billon,0.5949245691299438,million,0.5126458406448364,billon,0.5218260288238525,billon,0.6435506343841553,million,0.5599538087844849,million,0.538994550704956
215,First,Wednesday,0.6161400675773621,Monday,0.6889780163764954,Wednesday,0.6672313809394836,Wednesday,0.7134619355201721,Wednesday,0.7421331405639648,Wednesday,0.6161400675773621,Wednesday,0.6017714142799377
216,Florida,whom,0.48823288083076477,coming,0.48959922790527344,coming,0.4652239978313446,coming,0.4728294610977173,coming,0.56064772605896,whom,0.48823288083076477,who,0.4542325735092163
217,Food,Wednesday,0.6153045892715454,Tuesday,0.6784920692443848,Wednesday,0.6647357940673828,Wednesday,0.7104706764221191,Wednesday,0.7366815805435181,Wednesday,0.6153045892715454,Wednesday,0.5999791622161865
218,For,He,0.6069695949554443,He,0.6033599972724915,He,0.5869990587234497,He,0.598931074142456,He,0.6238307952880859,He,0.6069695949554443,He,0.5637822151184082
219,Ford,whom,0.4349246025085449,citys,0.467626690864563,downtown,0.46953004598617554,municipal,0.4333292245864868,thecity,0.48676368594169617,whom,0.4349246025085449,who,0.4595387279987335
220,Former,whom,0.4431687891483307,palce,0.41970428824424744,in,0.5050632953643799,where,0.45158350467681885,where,0.4480431079864502,whom,0.4431687891483307,who,0.4596201181411743
221,Foundation,evening,0.46021702885627747,evening,0.5217982530593872,evening,0.529538631439209,evening,0.5419108271598816,evening,0.5699200630187988,evening,0.46021702885627747,evening,0.47714322805404663
222,Four,seven,0.6469884514808655,seven,0.6608933806419373,seven,0.6171532869338989,nine,0.6289965510368347,seven,0.6807189583778381,seven,0.6469884514808655,nine,0.5883262157440186
223,Fox,Each,0.5196917057037354,Each,0.5041036605834961,Each,0.5406192541122437,Each,0.5223926901817322,Each,0.5393142104148865,Each,0.5196917057037354,Each,0.5009974837303162
224,France,Wednesday,0.6235676407814026,Monday,0.693126916885376,Wednesday,0.6706424951553345,Wednesday,0.7178727984428406,Wednesday,0.7472985982894897,Wednesday,0.6235676407814026,Wednesday,0.6078144311904907
225,Free,"##,###",0.5983697175979614,"##,###",0.6248414516448975,"##,###",0.6054425239562988,"##,###",0.5708828568458557,"##,###",0.6842665672302246,"##,###",0.5983697175979614,"##,###",0.5894742012023926
226,French,Tuesday,0.6099504828453064,Monday,0.6898014545440674,Tuesday,0.6663528680801392,Tuesday,0.7089782953262329,Tuesday,0.7386733293533325,Tuesday,0.6099504828453064,Tuesday,0.5852298736572266
227,Friday,whom,0.4804656207561493,where,0.4586033821105957,in,0.5149069428443909,where,0.5216687917709351,where,0.5005317330360413,whom,0.4804656207561493,who,0.5684173107147217
228,From,They,0.5011744499206543,Why,0.5281855463981628,They,0.5073490142822266,When,0.5868645310401917,you,0.5939666032791138,They,0.5011744499206543,who,0.5062271356582642
229,Fund,whom,0.500707745552063,groups,0.4380301237106323,groups,0.41089242696762085,subsequently,0.41122007369995117,groups,0.45885106921195984,whom,0.500707745552063,who,0.5260182023048401
230,GM,whom,0.5376459360122681,how,0.5603464245796204,in,0.47847500443458557,then,0.556390643119812,how,0.6283020973205566,whom,0.5376459360122681,who,0.6200536489486694
231,GOP,whom,0.41233038902282715,discovered,0.5304998159408569,discovered,0.49718666076660156,discovered,0.5269134044647217,discovered,0.5474599599838257,whom,0.41233038902282715,discovered,0.4381960332393646
232,Game,whom,0.5154738426208496,Subsequently,0.5270613431930542,Subsequently,0.527492880821228,When,0.6306343078613281,Thus,0.5159071683883667,whom,0.5154738426208496,Subsequently,0.5456403493881226
233,Gaza,whom,0.4275287091732025,using,0.4884173572063446,using,0.4702470302581787,using,0.5080429315567017,using,0.5081914663314819,whom,0.4275287091732025,utilized,0.40894418954849243
234,General,2,0.5723419785499573,2,0.6520873308181763,2,0.5974851846694946,4,0.6265060901641846,4,0.6960082054138184,2,0.5723419785499573,2,0.5553893446922302
235,George,whom,0.48349982500076294,many,0.48150646686553955,elsewhere,0.47640877962112427,then,0.4621572494506836,much,0.5588585138320923,whom,0.48349982500076294,who,0.5610697865486145
236,Georgia,whom,0.4647183418273926,I'am,0.4864075183868408,in,0.45667245984077454,after,0.4703696072101593,I,0.5456357002258301,whom,0.4647183418273926,who,0.46636950969696045
237,German,whom,0.45041006803512573,funds,0.5147404074668884,funds,0.4863680601119995,funds,0.4637831747531891,monies,0.5453121066093445,whom,0.45041006803512573,who,0.4609391391277313
238,Germany,putting,0.43629616498947144,putting,0.5009006261825562,putting,0.4575027823448181,putting,0.4814258813858032,putting,0.5727887749671936,putting,0.43629616498947144,who,0.4510502815246582
239,Giants,whom,0.4469812214374542,game,0.47524720430374146,game,0.4184243381023407,game,0.46916502714157104,game,0.5485154390335083,whom,0.4469812214374542,who,0.45987486839294434
240,Global,whom,0.45022842288017273,suport,0.4922695755958557,Support,0.3984137773513794,subsequently,0.41067469120025635,suppport,0.44045934081077576,whom,0.45022842288017273,supporting,0.38823091983795166
241,God,programs,0.4504612684249878,programs,0.5188894271850586,programs,0.47281429171562195,program.The,0.4358907639980316,programs,0.5188517570495605,programs,0.4504612684249878,programs,0.44910523295402527
